MTREV,CDSEXE,NBENF,CDSITFAM,CDCATCL,CDTMT,RANGAGEAD,RANGAGEDEM,RANGADH,CDMOTDEM_DA,CDMOTDEM_DC,CDMOTDEM_DV,CDMOTDEM_RA,DEMISSIONNAIRE
-0.0044,2,0,6,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,8.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,2,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1
-0.0696,4,0,4,1.0,0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,1
0.0129,2,0,1,1.0,0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,2,1,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,6.0,9.0,4.0,0.0,0.0,1.0,0.0,1
-0.0091,3,1,5,1.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1
-0.0696,4,0,4,1.0,0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,2,3,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,2,3,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,3,0,4,1.0,2,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,8.0,4.0,1.0,0.0,0.0,0.0,1
0.0293,2,0,3,1.0,0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,7.0,11.0,5.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,4.0,8.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,2,3,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
-0.0626,3,0,3,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,7.0,5.0,1.0,0.0,0.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,6.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,8.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
-0.0797,2,0,6,1.0,0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,1
0.0293,3,0,3,1.0,0,7.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,6.0,4.0,0.0,0.0,0.0,1.0,1
-0.0696,4,0,4,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,8.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,7.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,5.0,9.0,5.0,1.0,0.0,0.0,0.0,1
0.0129,2,0,1,1.0,0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,2,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,6.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,2,0,4,1.0,0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0271,2,0,8,1.0,0,6.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,7.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,2,2.0,6.0,4.0,1.0,0.0,0.0,0.0,1
0.0129,2,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,2,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
-0.1034,3,1,3,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,3,0,4,1.0,0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,3,3,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,2,3,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,2,0,4,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
0.0139,2,0,2,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,8.0,5.0,0.0,0.0,1.0,0.0,1
0.0531,3,0,8,1.0,0,6.0,10.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,6.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,2,3.0,6.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,0.0,0,7.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,7.0,11.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
-0.0581,3,0,2,1.0,0,6.0,10.0,4.0,1.0,0.0,0.0,0.0,1
0.0293,3,0,3,1.0,0,6.0,10.0,5.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,1
-0.0556,2,3,3,1.0,0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,0.0,1.0,1
0.0129,3,0,1,1.0,0,6.0,10.0,4.0,0.0,0.0,0.0,1.0,1
0.0129,2,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,1
-0.0696,4,0,4,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
-0.0696,3,1,4,1.0,0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
-0.0091,2,0,5,1.0,0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,1
0.0129,3,0,1,1.0,0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,1.0,0.0,0.0,0.0,1
-0.0098,3,0,7,1.0,0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,3.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,1
0.0129,2,0,1,1.0,0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,1
-0.0696,2,0,4,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,6.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,3.0,7.0,5.0,1.0,0.0,0.0,0.0,1
0.0293,2,0,3,1.0,0,6.0,10.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,1
-0.0703,3,2,2,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,6.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,1
0.0129,3,0,1,1.0,2,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,0.0,1.0,1
0.0129,2,0,1,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
-0.0091,2,3,5,1.0,0,7.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,7.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,0.0,1.0,1
0.0293,2,0,3,1.0,0,3.0,7.0,5.0,1.0,0.0,0.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,1,4,1.0,0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,1
0.0271,3,0,8,1.0,0,8.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,1
-0.0091,3,0,5,1.0,0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,7.0,11.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,8.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,4.0,8.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,7.0,4.0,1.0,0.0,0.0,0.0,1
-0.0696,2,0,4,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,8.0,5.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,0.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,8.0,5.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,6.0,10.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1
20.5189,3,0,3,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0139,2,0,2,1.0,0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
-0.073,2,2,3,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,2,3.0,6.0,4.0,1.0,0.0,0.0,0.0,1
0.0293,3,0,3,1.0,2,4.0,8.0,5.0,0.0,0.0,1.0,0.0,1
-0.0091,3,0,5,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,2,7.0,10.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,6.0,10.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
-0.0091,3,0,5,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,1
0.0129,2,0,1,1.0,0,8.0,11.0,3.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
-0.0091,3,0,5,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,1
0.0293,3,0,3,1.0,2,5.0,9.0,4.0,1.0,0.0,0.0,0.0,1
0.0139,3,0,2,1.0,0,3.0,6.0,4.0,0.0,0.0,0.0,1.0,1
0.0129,3,0,1,1.0,0,6.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,4,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,6.0,9.0,4.0,0.0,0.0,1.0,0.0,1
-0.0797,4,0,6,1.0,0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,2,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1
-0.1291,3,2,3,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,7.0,9.0,3.0,0.0,0.0,1.0,0.0,1
0.0293,2,1,3,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,3.0,6.0,4.0,0.0,0.0,0.0,1.0,1
0.0129,2,0,1,1.0,0,5.0,8.0,4.0,0.0,0.0,1.0,0.0,1
-0.0091,2,0,5,1.0,0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,8.0,10.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,0,3,1.0,2,7.0,11.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,6.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,0,4,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,7.0,4.0,0.0,0.0,0.0,1.0,1
0.0129,3,0,1,1.0,0,8.0,11.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,1
-0.0091,3,0,5,1.0,0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,1
0.0129,2,0,1,0.0,0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,3.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,2,3,3,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,6.0,10.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0876,2,3,3,1.0,0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,6.0,9.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,1
-0.0696,4,2,4,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,7.0,10.0,4.0,0.0,0.0,1.0,0.0,1
-0.0587,2,0,5,1.0,0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,1
0.0129,3,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,4.0,8.0,5.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,1
0.0271,3,0,8,1.0,0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,1
0.0129,2,0,1,1.0,0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,1
0.0293,3,0,3,1.0,0,4.0,8.0,4.0,1.0,0.0,0.0,0.0,1
0.0129,2,0,1,1.0,0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1
