CDSEXE,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,RANGAGEAD,RANGAGEDEM,ADH,RANGADH
4,1310,0,C,0,DV,21,1.0,2.0,4,1.0
4,0,0,C,0,DV,21,1.0,2.0,5,2.0
3,0,0,M,2,DA,21,5.0,5.0,1,1.0
2,0,0,A,0,DV,21,2.0,2.0,3,1.0
2,0,0,A,0,DV,21,5.0,5.0,1,1.0
4,0,0,A,0,DV,21,3.0,4.0,1,1.0
4,0,0,A,0,DV,21,1.0,1.0,1,1.0
2,0,0,M,0,DV,21,2.0,3.0,5,2.0
3,0,0,M,0,DA,25,5.0,6.0,4,1.0
3,0,0,M,0,DA,25,5.0,6.0,4,1.0
3,1500,2,A,0,DA,21,5.0,5.0,0,
2,0,0,A,0,DV,21,2.0,2.0,1,1.0
4,0,0,A,0,DV,21,2.0,2.0,1,1.0
2,0,0,A,0,DV,21,3.0,3.0,3,1.0
2,0,2,M,0,DV,21,6.0,7.0,4,1.0
3,0,2,M,0,DV,21,6.0,6.0,4,1.0
3,0,0,A,2,DA,21,7.0,7.0,0,
3,0,0,A,0,DA,21,7.0,7.0,0,
2,0,1,A,0,DV,21,2.0,3.0,3,1.0
2,0,0,C,0,DV,21,3.0,3.0,4,1.0
3,0,0,V,0,DV,21,5.0,6.0,3,1.0
4,0,0,A,2,DA,21,2.0,2.0,0,
2,2075,0,C,0,DV,21,3.0,4.0,4,1.0
3,1600,0,M,0,DV,21,3.0,3.0,4,1.0
3,0,0,A,0,DV,21,4.0,4.0,0,
2,0,0,A,0,DV,21,5.0,5.0,0,
2,0,0,A,0,DV,21,2.0,2.0,0,
2,0,0,C,0,DV,21,2.0,3.0,4,1.0
4,0,0,C,0,DV,21,2.0,3.0,4,1.0
2,0,0,C,0,DV,21,2.0,3.0,3,1.0
2,0,0,C,0,DV,21,3.0,4.0,3,1.0
4,1561,0,C,0,DV,21,2.0,3.0,2,1.0
4,0,0,A,0,DV,21,5.0,5.0,1,1.0
3,0,0,M,0,DA,21,8.0,8.0,0,
2,0,0,A,0,DV,21,4.0,5.0,3,1.0
3,0,2,M,0,DV,21,4.0,5.0,3,1.0
3,0,0,M,2,DA,21,2.0,2.0,0,
3,0,3,M,2,DA,21,5.0,5.0,3,1.0
4,0,0,A,2,DA,21,8.0,9.0,0,
4,914,2,C,0,RA,21,1.0,2.0,4,1.0
2,0,0,A,0,DV,21,2.0,2.0,0,
3,0,0,A,0,DV,21,1.0,1.0,0,
3,0,0,V,0,DV,21,8.0,,3,1.0
2,0,0,U,0,DV,21,2.0,3.0,2,1.0
2,0,0,A,2,DV,21,4.0,4.0,0,
3,0,0,M,0,DA,21,7.0,8.0,4,1.0
3,0,0,A,0,DV,21,8.0,9.0,4,1.0
2,0,0,A,0,DV,21,8.0,9.0,4,1.0
3,0,0,M,0,DV,21,5.0,5.0,3,1.0
2,0,0,M,0,DV,21,4.0,5.0,3,1.0
4,0,0,C,0,DV,21,3.0,3.0,2,1.0
2,0,0,A,0,DA,25,4.0,5.0,3,1.0
2,0,0,A,0,DA,21,8.0,8.0,1,1.0
3,0,0,A,0,DV,21,7.0,8.0,4,1.0
4,1600,0,U,0,DA,21,2.0,2.0,0,
3,1566,1,A,2,DA,10,4.0,4.0,0,
4,0,0,C,0,DV,21,1.0,2.0,3,1.0
4,0,0,A,0,DV,21,3.0,3.0,0,
4,0,1,C,0,DV,21,2.0,3.0,3,1.0
2,0,0,A,0,DV,21,7.0,8.0,4,1.0
2,0,0,A,0,DV,21,4.0,5.0,4,1.0
2,0,0,A,0,DV,10,6.0,6.0,0,
4,939,0,C,0,DV,21,1.0,1.0,3,1.0
4,0,0,A,0,DV,21,2.0,2.0,0,
2,0,0,A,0,DV,21,7.0,7.0,4,1.0
3,0,0,A,0,DA,21,2.0,3.0,2,1.0
2,3659,1,U,0,DA,21,2.0,3.0,2,1.0
3,0,0,A,0,DV,21,4.0,5.0,4,1.0
2,0,0,M,0,DV,21,2.0,2.0,3,1.0
3,0,0,M,0,DV,21,2.0,2.0,3,1.0
3,0,0,M,0,DA,25,8.0,9.0,0,
2,0,0,A,0,DV,21,8.0,,4,1.0
3,0,0,M,0,DA,21,5.0,6.0,3,1.0
2,0,0,A,0,DV,21,2.0,2.0,0,
2,0,0,A,0,DV,21,2.0,2.0,0,
4,0,0,C,2,DA,21,8.0,8.0,0,
3,0,0,A,0,DV,21,7.0,7.0,0,
3,0,0,A,0,DV,21,7.0,8.0,4,1.0
2,1663,3,A,0,DA,21,4.0,4.0,0,
3,1348,1,A,0,DA,21,6.0,6.0,0,
4,0,0,C,0,DV,21,1.0,2.0,4,1.0
2,0,0,A,0,DV,21,8.0,,4,1.0
3,0,0,C,0,DV,21,3.0,4.0,3,1.0
4,0,0,A,0,DV,21,2.0,2.0,0,
4,0,0,C,0,DV,21,1.0,2.0,4,1.0
3,0,0,D,0,DA,10,4.0,4.0,3,1.0
2,0,0,A,0,DV,21,1.0,1.0,3,1.0
2,0,0,A,0,DA,21,6.0,6.0,0,
2,0,0,A,0,DV,21,3.0,3.0,0,
3,0,0,M,0,DV,21,2.0,3.0,4,1.0
3,0,0,M,0,DV,21,4.0,5.0,4,1.0
4,0,0,A,0,DA,21,2.0,2.0,0,
4,1340,0,A,0,DA,21,2.0,2.0,0,
4,0,0,C,0,DV,21,2.0,2.0,4,1.0
4,0,0,C,0,DV,21,2.0,3.0,4,1.0
3,0,0,A,0,DV,21,4.0,5.0,4,1.0
3,2000,2,B,0,DV,21,3.0,4.0,4,1.0
2,0,0,A,0,DV,21,8.0,9.0,4,1.0
3,0,0,A,0,DV,21,8.0,9.0,4,1.0
2,2955,1,A,0,DA,21,7.0,7.0,0,
3,0,0,A,0,RA,21,2.0,2.0,0,
2,0,0,A,0,RA,21,3.0,3.0,0,
4,0,0,A,0,DV,21,2.0,2.0,0,
2,0,0,C,0,DA,21,4.0,5.0,3,1.0
2,0,0,A,0,DV,21,5.0,5.0,1,1.0
3,0,0,A,0,DV,21,8.0,9.0,4,1.0
2,0,0,A,0,DV,21,8.0,,4,1.0
2,0,0,A,0,DV,10,2.0,2.0,0,
2,0,0,C,0,DV,21,3.0,3.0,2,1.0
2,0,0,A,0,DV,21,2.0,2.0,2,1.0
3,0,0,A,0,DA,25,5.0,6.0,1,1.0
3,0,0,A,0,DV,21,4.0,5.0,4,1.0
3,1864,3,A,0,DA,21,8.0,9.0,0,
3,0,0,M,0,DV,21,6.0,7.0,4,1.0
4,0,0,C,0,DV,21,2.0,2.0,4,1.0
3,0,0,U,0,DV,21,1.0,2.0,4,1.0
4,0,0,A,0,RA,21,1.0,1.0,0,
3,0,0,A,0,DA,21,6.0,6.0,0,
2,493,1,M,0,RA,21,6.0,7.0,4,1.0
2,0,0,A,0,RA,21,2.0,2.0,0,
2,0,0,M,0,DA,21,8.0,8.0,0,
4,0,0,C,0,RA,21,6.0,7.0,4,1.0
2,0,0,A,0,DV,21,8.0,9.0,4,1.0
3,0,0,A,0,DV,21,4.0,5.0,4,1.0
3,1402,2,M,0,DA,21,7.0,7.0,2,1.0
2,990,1,A,0,DA,21,7.0,7.0,0,
2,0,0,A,0,RA,21,3.0,3.0,0,
3,0,0,A,0,DV,21,5.0,5.0,1,1.0
2,0,0,A,0,RA,21,4.0,4.0,0,
3,0,0,A,2,DA,21,7.0,7.0,0,
3,0,0,M,0,DA,21,8.0,8.0,2,1.0
2,0,0,M,0,DA,21,7.0,7.0,0,
4,0,0,C,0,DV,21,3.0,4.0,3,1.0
2,0,0,A,0,DV,21,3.0,3.0,0,
2,0,0,A,0,DV,21,7.0,8.0,4,1.0
2,0,0,A,0,DV,21,8.0,9.0,4,1.0
3,0,0,A,0,DV,21,5.0,6.0,4,1.0
3,0,0,M,0,DA,25,7.0,7.0,0,
3,1256,1,M,0,DV,21,2.0,3.0,3,1.0
2,1370,0,U,0,DV,21,2.0,2.0,4,1.0
3,1640,0,U,0,DV,21,2.0,3.0,4,1.0
3,0,0,A,0,DA,21,7.0,8.0,2,1.0
3,0,0,A,0,DV,21,8.0,9.0,4,1.0
2,0,0,A,0,DV,21,8.0,9.0,4,1.0
2,0,0,A,0,DV,21,3.0,4.0,4,1.0
3,0,0,M,0,DA,25,8.0,9.0,4,1.0
3,0,0,M,0,DV,21,6.0,7.0,4,1.0
2,0,0,A,0,DV,21,2.0,3.0,2,1.0
3,0,0,M,2,DV,21,4.0,5.0,4,1.0
2,0,0,A,0,DA,21,6.0,6.0,0,
4,1260,0,C,0,DV,21,2.0,3.0,4,1.0
4,0,0,A,0,DV,21,3.0,3.0,0,
4,0,1,C,0,DV,21,4.0,5.0,4,1.0
2,0,2,M,0,DV,21,5.0,6.0,4,1.0
3,0,0,M,2,DA,21,8.0,8.0,0,
3,0,0,M,0,DV,21,1.0,2.0,4,1.0
3,0,0,M,0,DA,21,4.0,4.0,3,1.0
3,0,0,M,0,DA,21,6.0,7.0,2,1.0
3,1524,0,A,0,DA,21,5.0,6.0,3,1.0
2,0,0,A,2,DA,21,8.0,8.0,2,1.0
2,1092,0,A,0,DA,21,2.0,2.0,0,
2,2652,0,A,0,DA,21,8.0,9.0,0,
3,0,0,M,0,DV,21,4.0,5.0,4,1.0
4,0,0,C,0,DV,21,2.0,3.0,3,1.0
3,0,0,A,0,DV,21,3.0,4.0,4,1.0
4,0,0,A,0,DV,21,2.0,2.0,0,
3,0,1,M,0,DA,21,2.0,3.0,3,1.0
2,0,3,V,0,DA,21,5.0,6.0,3,1.0
3,0,0,M,0,DA,21,5.0,5.0,2,1.0
2,0,0,A,0,DV,21,2.0,3.0,4,1.0
3,1982,1,M,0,DA,21,6.0,7.0,2,1.0
4,0,0,A,0,DV,21,1.0,1.0,0,
3,0,0,A,0,DV,21,3.0,4.0,2,1.0
2,0,0,A,0,DV,21,7.0,7.0,2,1.0
2,0,0,A,2,DA,21,6.0,6.0,0,
2,0,0,A,0,DV,21,1.0,1.0,0,
3,0,0,A,0,DV,21,7.0,7.0,0,
3,0,0,A,0,DV,21,1.0,1.0,2,1.0
2,0,0,A,0,DV,21,1.0,2.0,2,1.0
3,0,0,V,0,DV,21,8.0,,3,1.0
4,2245,0,P,0,DA,21,4.0,4.0,3,1.0
3,0,0,A,0,DA,21,5.0,6.0,2,1.0
2,0,0,A,2,DA,21,8.0,,0,
2,0,0,A,2,DA,21,8.0,,0,
4,0,0,A,0,RA,21,3.0,3.0,0,
3,0,0,A,0,DV,21,2.0,3.0,4,1.0
2,0,0,A,0,RA,21,3.0,3.0,0,
2,0,0,C,0,DV,21,1.0,2.0,4,1.0
4,1480,0,P,0,DV,21,1.0,2.0,4,1.0
4,0,0,A,0,DV,21,3.0,3.0,0,
2,0,0,A,0,DA,21,5.0,5.0,0,
2,0,0,U,0,DV,21,2.0,3.0,4,1.0
3,0,0,M,0,DV,21,1.0,2.0,4,1.0
2,0,0,A,2,DA,21,3.0,3.0,0,
2,0,0,A,0,DV,21,3.0,3.0,0,
3,0,0,A,0,DV,21,3.0,3.0,0,
3,746,0,A,0,DA,21,8.0,9.0,0,
3,1135,0,M,0,DA,21,7.0,8.0,2,1.0
3,0,0,U,0,DV,21,2.0,3.0,4,1.0
3,0,0,A,0,DV,10,6.0,6.0,0,
2,0,0,A,0,DV,10,6.0,6.0,0,
2,0,0,A,0,DV,21,3.0,3.0,0,
3,0,0,U,0,DV,21,2.0,3.0,3,1.0
3,0,0,A,0,DV,21,4.0,4.0,0,
3,533,1,M,0,DA,21,2.0,2.0,0,
2,1500,1,A,0,DA,21,2.0,2.0,0,
4,0,0,U,0,DV,21,2.0,3.0,3,1.0
3,0,2,M,0,DV,21,3.0,4.0,4,1.0
3,0,0,M,0,DA,21,4.0,5.0,3,1.0
2,0,0,A,0,DV,21,4.0,4.0,0,
2,0,0,A,0,DV,21,5.0,5.0,0,
3,0,0,A,0,DV,21,5.0,5.0,0,
3,0,0,M,0,DV,21,3.0,4.0,4,1.0
2,0,0,M,0,DV,21,3.0,3.0,3,1.0
3,1357,0,M,0,DA,21,8.0,9.0,0,
3,0,0,A,0,DA,25,6.0,6.0,2,1.0
3,0,0,A,0,DV,21,7.0,7.0,2,1.0
2,0,0,C,0,DV,21,1.0,2.0,3,1.0
3,0,0,A,0,DV,21,7.0,7.0,0,
3,0,0,M,0,DA,25,5.0,6.0,2,1.0
2,0,0,C,0,DV,21,4.0,4.0,4,1.0
4,0,0,C,0,DV,21,3.0,4.0,4,1.0
2,0,0,A,2,DA,21,7.0,7.0,0,
2,0,0,M,0,DV,21,5.0,6.0,4,1.0
3,0,0,A,0,DV,21,8.0,,0,
3,0,0,D,0,DA,10,6.0,6.0,0,
2,0,0,M,0,DV,21,7.0,8.0,3,1.0
3,0,0,M,2,DV,21,6.0,7.0,2,1.0
3,1000,1,M,2,DV,21,5.0,6.0,3,1.0
3,0,0,M,0,DA,21,5.0,6.0,2,1.0
2,0,0,A,0,DV,21,2.0,2.0,1,1.0
3,1448,1,M,0,DA,21,7.0,8.0,1,1.0
2,0,0,A,0,DV,21,4.0,4.0,0,
3,0,0,M,2,DA,21,7.0,7.0,0,
3,0,0,M,0,DA,25,7.0,7.0,0,
2,0,0,A,0,DV,21,1.0,2.0,1,1.0
4,0,0,C,0,DV,21,2.0,3.0,4,1.0
2,0,0,U,0,DV,21,2.0,3.0,4,1.0
4,0,0,A,0,RA,21,2.0,2.0,1,1.0
4,2828,3,U,0,DA,21,5.0,6.0,2,1.0
2,0,0,A,0,DV,21,3.0,3.0,0,
3,0,0,M,0,DV,21,5.0,5.0,4,1.0
2,0,0,C,0,DV,21,3.0,3.0,4,1.0
2,1600,1,M,0,DV,21,5.0,6.0,3,1.0
3,0,0,M,0,DA,25,7.0,7.0,2,1.0
2,0,0,A,0,DA,25,6.0,6.0,0,
4,1920,0,C,0,DV,21,4.0,5.0,4,1.0
2,1405,0,M,0,DV,21,2.0,3.0,4,1.0
3,1378,1,M,0,DA,21,3.0,3.0,2,1.0
2,0,0,C,0,DV,21,2.0,3.0,3,1.0
3,0,0,A,0,DV,21,2.0,2.0,0,
4,0,0,C,0,DV,21,3.0,3.0,3,1.0
3,0,0,A,0,DV,21,3.0,3.0,0,
3,4600,2,B,0,DA,21,8.0,8.0,2,1.0
3,0,0,M,0,DA,25,6.0,6.0,0,
2,0,0,A,0,DV,21,5.0,6.0,2,1.0
2,0,0,A,0,DV,21,4.0,4.0,0,
3,0,0,M,0,DA,25,8.0,9.0,1,1.0
3,0,0,M,0,DA,21,8.0,9.0,0,
2,0,0,A,0,DV,21,3.0,3.0,0,
4,0,0,A,0,DV,21,2.0,2.0,0,
3,0,0,A,0,DV,21,7.0,7.0,2,1.0
2,0,0,A,0,DV,21,6.0,6.0,0,
4,0,0,C,0,DV,21,1.0,1.0,2,1.0
2,0,0,A,0,DV,21,3.0,3.0,1,1.0
3,0,1,C,0,DV,21,1.0,2.0,4,1.0
3,0,0,D,0,DA,21,7.0,7.0,0,
2,2210,0,A,0,DA,21,5.0,5.0,2,1.0
2,0,0,A,0,DA,25,8.0,,1,1.0
3,0,0,M,0,DA,25,8.0,8.0,2,1.0
3,0,0,A,0,DA,25,6.0,6.0,0,
2,0,0,A,0,DV,21,3.0,3.0,0,
4,0,0,A,0,DV,21,1.0,1.0,0,
2,1435,0,A,0,DA,21,8.0,,0,
3,0,0,M,0,DV,21,8.0,9.0,3,1.0
2,0,0,A,0,DV,21,2.0,2.0,0,
2,0,0,A,0,DV,21,8.0,9.0,4,1.0
3,2113,3,A,0,DA,21,8.0,8.0,0,
2,4100,3,M,0,DA,21,7.0,8.0,2,1.0
2,0,0,A,0,DA,21,8.0,8.0,0,
3,0,0,A,0,DA,21,7.0,7.0,0,
3,0,1,M,0,DA,21,6.0,6.0,0,
3,1266,1,A,0,DA,21,6.0,6.0,0,
2,0,0,A,0,DV,21,8.0,,4,1.0
3,0,0,A,0,DV,21,8.0,,4,1.0
2,3493,3,M,0,DA,21,5.0,5.0,3,1.0
3,0,0,G,0,DA,21,6.0,7.0,4,1.0
2,0,0,C,0,DV,21,2.0,3.0,4,1.0
3,0,0,M,2,DA,21,8.0,8.0,0,
3,0,0,A,0,DV,21,8.0,9.0,0,
2,0,0,A,0,DV,21,6.0,7.0,2,1.0
2,0,1,A,0,DA,21,7.0,7.0,0,
2,0,0,U,0,DV,21,2.0,3.0,4,1.0
4,0,0,A,0,RA,21,2.0,2.0,0,
2,0,0,A,0,DV,21,2.0,2.0,0,
3,0,0,A,0,DA,25,6.0,7.0,3,1.0
2,0,0,A,0,DV,21,8.0,,4,1.0
3,0,0,A,0,DV,21,6.0,7.0,4,1.0
3,0,0,A,0,DV,21,8.0,9.0,4,1.0
2,0,0,A,0,DV,21,6.0,7.0,4,1.0
2,0,0,A,0,DV,21,5.0,6.0,4,1.0
3,0,0,A,0,DV,21,4.0,4.0,4,1.0
2,0,0,A,0,DV,21,4.0,4.0,4,1.0
3,0,0,M,0,DV,21,8.0,8.0,4,1.0
3,0,0,M,0,DA,21,2.0,2.0,0,
2,0,0,D,0,DV,21,4.0,4.0,4,1.0
2,0,0,A,0,RA,21,8.0,,0,
2,5915,4,A,2,DA,21,6.0,6.0,2,1.0
2,0,0,A,0,RA,21,5.0,5.0,0,
2,2417,0,C,0,DA,21,2.0,3.0,3,1.0
3,0,0,M,0,DA,25,5.0,5.0,1,1.0
2,0,0,A,0,DV,21,3.0,3.0,0,
3,0,0,A,0,DV,21,3.0,3.0,0,
2,0,0,A,0,RA,21,6.0,6.0,0,
4,0,0,C,0,DV,21,2.0,2.0,2,1.0
2,0,0,A,0,DA,21,6.0,6.0,0,
3,2100,2,M,0,DA,21,5.0,6.0,3,1.0
2,1580,2,M,0,DA,21,4.0,4.0,2,1.0
3,1020,2,A,0,DA,21,5.0,5.0,0,
2,0,0,A,0,DA,21,6.0,7.0,2,1.0
2,0,0,A,2,DA,21,5.0,5.0,0,
3,0,0,D,0,DV,21,1.0,2.0,4,1.0
4,0,0,A,0,DV,21,1.0,1.0,0,
3,0,3,M,0,DA,21,5.0,6.0,3,1.0
3,0,0,A,0,DA,21,5.0,5.0,0,
2,0,0,M,0,DV,21,6.0,7.0,3,1.0
2,0,0,A,2,DA,21,6.0,6.0,0,
2,1302,0,A,0,DV,21,1.0,2.0,3,1.0
4,0,0,C,0,DV,21,1.0,1.0,2,1.0
2,0,0,C,0,DV,21,1.0,2.0,2,1.0
2,1505,0,C,0,DV,21,2.0,3.0,3,1.0
2,0,0,C,0,DV,21,8.0,,3,1.0
3,0,0,A,0,DV,21,2.0,2.0,0,
3,0,0,A,2,RA,21,3.0,3.0,3,1.0
2,0,0,A,0,DV,21,2.0,2.0,0,
3,0,0,M,0,DV,21,2.0,2.0,3,1.0
4,1323,1,U,0,DV,21,3.0,4.0,4,1.0
3,1300,2,M,0,DA,21,4.0,4.0,2,1.0
2,1497,0,A,0,DA,21,1.0,2.0,2,1.0
2,0,0,A,0,RA,21,6.0,7.0,4,1.0
3,0,0,D,0,DA,25,5.0,5.0,2,1.0
4,0,0,C,2,DA,21,2.0,2.0,0,
4,0,0,C,0,DV,21,2.0,2.0,3,1.0
2,0,0,C,0,RA,21,1.0,2.0,4,1.0
2,0,0,M,0,DA,21,8.0,8.0,0,
4,0,0,C,0,DV,21,4.0,5.0,4,1.0
4,0,0,C,0,DV,21,2.0,2.0,2,1.0
3,0,0,S,0,DA,21,7.0,7.0,4,1.0
4,0,0,A,0,RA,21,6.0,6.0,0,
3,0,0,A,0,DV,21,3.0,3.0,3,1.0
2,0,0,A,0,DV,21,8.0,8.0,0,
2,0,0,A,0,DV,21,3.0,4.0,3,1.0
3,0,0,M,0,DA,21,4.0,5.0,3,1.0
2,0,0,D,0,DA,10,5.0,5.0,0,
3,0,0,D,0,DV,21,7.0,8.0,3,1.0
3,0,0,A,0,DV,21,4.0,4.0,0,
2,2450,1,A,0,DA,21,7.0,7.0,2,1.0
3,0,0,M,0,DA,25,7.0,7.0,0,
2,0,0,A,0,DV,21,4.0,4.0,0,
4,0,0,A,0,DV,21,4.0,4.0,0,
4,1462,0,U,0,DV,21,2.0,3.0,3,1.0
4,0,1,C,0,DV,21,2.0,2.0,2,1.0
3,2464,3,B,0,DA,21,5.0,6.0,2,1.0
3,0,0,A,0,DV,21,5.0,5.0,0,
2,0,0,A,0,DV,21,6.0,6.0,0,
3,0,0,A,2,RA,21,6.0,6.0,0,
3,2075,2,M,0,DA,21,4.0,4.0,3,1.0
3,0,0,M,0,DA,25,5.0,5.0,0,
3,0,0,A,0,RA,10,2.0,2.0,0,
2,0,0,A,0,RA,21,2.0,2.0,0,
3,0,0,A,0,DV,21,2.0,2.0,0,
3,0,0,A,0,DV,21,4.0,4.0,1,1.0
3,0,0,A,0,DA,21,6.0,6.0,0,
3,1676,1,F,0,DA,21,4.0,5.0,3,1.0
4,0,0,C,0,DV,21,2.0,2.0,4,1.0
2,0,0,M,2,DA,21,6.0,7.0,2,1.0
2,0,0,A,0,DV,21,2.0,3.0,2,1.0
3,0,0,A,2,DA,21,7.0,7.0,0,
2,0,0,A,0,DA,21,3.0,3.0,0,
3,0,0,A,0,DA,21,5.0,5.0,0,
2,0,0,A,0,DV,21,3.0,3.0,0,
2,2847,1,C,0,DV,21,3.0,4.0,4,1.0
3,0,0,M,2,DA,21,3.0,3.0,0,
2,0,0,A,0,RA,21,6.0,7.0,4,1.0
3,0,0,A,0,RA,21,6.0,6.0,4,1.0
3,0,1,M,0,DA,21,6.0,7.0,3,1.0
3,0,0,M,0,DA,21,7.0,8.0,3,1.0
4,0,0,C,0,DA,25,8.0,8.0,2,1.0
2,0,0,M,0,DA,21,7.0,8.0,2,1.0
4,1369,0,C,0,DV,21,1.0,2.0,2,1.0
2,0,0,M,0,DV,21,3.0,4.0,3,1.0
3,0,0,M,0,DV,21,2.0,3.0,3,1.0
4,0,0,C,0,DV,21,5.0,6.0,4,1.0
2,0,0,M,2,DA,21,4.0,4.0,0,
2,0,2,M,0,RA,21,4.0,5.0,4,1.0
3,0,0,A,0,DV,21,4.0,5.0,1,1.0
2,0,0,A,0,DV,21,6.0,6.0,1,1.0
3,0,0,M,0,DA,25,3.0,4.0,3,1.0
3,1766,0,M,0,DA,21,7.0,7.0,2,1.0
2,0,0,M,0,DA,25,7.0,8.0,2,1.0
2,0,0,U,0,DV,21,2.0,2.0,3,1.0
2,0,0,C,0,DV,21,2.0,2.0,2,1.0
2,0,0,A,0,DV,21,8.0,,4,1.0
2,0,0,U,0,DV,21,2.0,2.0,2,1.0
3,0,0,D,2,DA,21,6.0,6.0,0,
4,0,0,C,0,DV,21,1.0,2.0,2,1.0
4,0,0,A,0,DA,21,2.0,2.0,2,1.0
3,0,0,M,0,DA,21,7.0,7.0,0,
3,0,0,M,0,DA,21,8.0,9.0,3,1.0
2,2093,0,U,0,DV,21,3.0,3.0,0,
2,0,0,A,0,DA,25,5.0,5.0,0,
2,0,0,A,0,DV,21,8.0,9.0,0,
2,0,0,A,0,DV,21,8.0,,0,
3,1900,0,B,0,DA,21,6.0,6.0,2,1.0
2,0,0,M,0,DA,25,5.0,5.0,2,1.0
3,0,0,A,0,DA,25,7.0,7.0,0,
3,2144,1,M,0,DA,21,5.0,5.0,2,1.0
2,2630,2,M,0,DA,21,6.0,7.0,2,1.0
3,2075,0,M,0,DA,21,8.0,8.0,2,1.0
2,1213,0,A,0,DA,21,2.0,2.0,2,1.0
2,0,0,A,0,DV,21,2.0,2.0,0,
4,0,0,C,0,DA,21,3.0,3.0,2,1.0
4,0,0,A,0,RA,21,1.0,1.0,0,
2,0,0,A,0,DV,21,1.0,1.0,0,
3,0,0,M,0,DA,21,3.0,3.0,0,
2,0,0,A,0,DA,21,7.0,7.0,0,
2,2359,1,M,0,DV,21,5.0,5.0,0,
2,0,3,B,0,DA,21,5.0,5.0,2,1.0
4,0,0,C,0,DA,25,5.0,6.0,2,1.0
3,2440,3,M,0,DA,21,3.0,3.0,3,1.0
2,3215,3,A,0,DA,21,7.0,7.0,2,1.0
3,1812,3,B,0,DA,21,8.0,,2,1.0
4,1295,0,C,0,DV,21,2.0,3.0,4,1.0
3,0,0,A,0,DV,21,4.0,4.0,1,1.0
4,0,0,C,0,DV,21,2.0,2.0,3,1.0
3,0,2,M,2,DA,21,7.0,8.0,2,1.0
3,0,2,M,0,DA,21,4.0,4.0,2,1.0
3,0,0,M,0,DA,25,7.0,8.0,4,1.0
3,1714,1,M,0,DV,21,3.0,3.0,0,
2,0,0,A,0,DV,21,2.0,3.0,2,1.0
3,0,0,A,0,DV,21,2.0,2.0,2,1.0
2,2790,3,M,0,DA,21,4.0,5.0,2,1.0
2,0,0,U,0,DA,25,6.0,7.0,2,1.0
4,0,0,A,0,DV,21,4.0,4.0,0,
2,0,0,A,0,DV,21,4.0,4.0,2,1.0
2,1173,0,A,0,DA,21,2.0,2.0,1,1.0
3,1616,2,M,0,DA,21,2.0,3.0,2,1.0
3,0,0,U,0,DV,21,2.0,3.0,3,1.0
3,0,0,A,0,DA,21,6.0,6.0,0,
3,0,3,M,0,DA,21,4.0,4.0,2,1.0
3,0,0,M,0,DA,21,5.0,5.0,0,
3,0,0,M,0,DV,21,7.0,8.0,3,1.0
3,0,0,A,0,RA,21,4.0,4.0,0,
2,0,0,A,0,RA,21,5.0,5.0,0,
2,0,0,A,0,DV,21,6.0,6.0,0,
2,1732,2,U,0,DA,21,3.0,3.0,3,1.0
2,1286,0,C,0,DV,21,1.0,2.0,4,1.0
2,0,0,A,0,RA,21,4.0,4.0,0,
3,0,0,V,0,DA,25,7.0,8.0,3,1.0
3,0,0,M,0,DA,21,8.0,8.0,0,
4,0,0,A,0,DV,21,1.0,1.0,0,
2,0,0,A,0,DV,21,1.0,1.0,0,
2,0,0,A,0,DV,21,5.0,5.0,0,
3,0,0,M,0,DA,25,8.0,8.0,0,
2,0,0,M,0,DA,21,3.0,4.0,3,1.0
2,3032,2,A,0,DA,21,7.0,7.0,2,1.0
3,2130,2,B,0,DA,21,4.0,4.0,2,1.0
4,0,0,A,0,DV,21,1.0,2.0,1,1.0
4,0,0,A,0,RA,21,2.0,2.0,1,1.0
2,0,0,A,0,DV,21,2.0,2.0,1,1.0
3,0,0,A,0,DV,21,5.0,5.0,1,1.0
2,0,0,A,0,DV,21,2.0,2.0,2,1.0
2,0,0,A,2,DA,21,5.0,5.0,0,
4,0,0,A,0,RA,21,1.0,1.0,1,1.0
2,0,1,C,0,DV,21,3.0,4.0,4,1.0
2,0,0,A,0,DV,21,4.0,4.0,1,1.0
2,0,0,C,0,DV,21,2.0,2.0,2,1.0
3,0,0,M,0,DA,21,2.0,2.0,0,
3,1895,0,B,0,DA,21,7.0,7.0,2,1.0
3,0,0,A,0,DV,21,4.0,4.0,4,1.0
2,0,0,M,0,DV,21,4.0,4.0,4,1.0
3,0,0,M,0,DV,21,3.0,3.0,4,1.0
4,0,0,C,0,DV,21,1.0,1.0,1,1.0
2,0,0,A,0,DV,21,7.0,7.0,0,
3,0,0,D,0,DV,21,6.0,7.0,4,1.0
2,0,0,A,0,DV,21,4.0,5.0,3,1.0
3,1425,1,M,0,DA,21,3.0,4.0,2,1.0
2,0,0,A,0,DV,21,7.0,7.0,0,
3,0,0,A,0,DA,25,7.0,7.0,1,1.0
2,2083,0,M,0,DV,21,2.0,3.0,4,1.0
3,0,0,A,0,DV,21,5.0,5.0,0,
3,0,0,A,2,DA,21,6.0,6.0,0,
3,1545,0,U,0,DV,21,2.0,3.0,4,1.0
3,0,0,M,0,DV,21,3.0,3.0,4,1.0
3,0,0,A,0,DA,25,8.0,9.0,0,
4,1521,0,U,0,DV,21,2.0,2.0,2,1.0
2,0,2,A,2,DA,21,7.0,7.0,0,
